Species	Family	Order	Class	Body.mass	Flying	Diet	Method.category.mass	Method.category.flying	Method.category.diet	Surrogate.used.mass	Surrogate.name.mass	Surrogate.name.diet	Diet.by.whom	Source.bodymass	Source.flying	Source.diet
Solomys ponceleti	Muridae	Rodentia	Mammalia	1000	0	1	Database	Morphology	Database	0			Kissling	Sandom, C., Dalby, L., Fløjgaard, C., Kissling, W. D., Lenoir, J., Sandel, B., Trøjelsgaard, K., Ejrnæs, R. & Svenning, J.-C. (2013) Mammal predator and prey species richness are strongly linked at macroscales. Ecology, 94, 1112-1122.	Various images	Kissling, W. D., Dalby, L., Fløjgaard, C., Lenoir, J., Sandel, B., Sandom, C., Trøjelsgaard, K. & Svenning, J.-C. (2014) Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution, 4, 2913–2930.
Solomys salebrosus	Muridae	Rodentia	Mammalia	397	0	1	Database	Morphology	Estimate	0			Heinen	Sandom, C., Dalby, L., Fløjgaard, C., Kissling, W. D., Lenoir, J., Sandel, B., Trøjelsgaard, K., Ejrnæs, R. & Svenning, J.-C. (2013) Mammal predator and prey species richness are strongly linked at macroscales. Ecology, 94, 1112-1122.	Various images	"Flannery, T. F., & Wickler, S. (1990). Quaternary murids (Rodentia: Muridae) from Buka Island, Papua New Guinea, with descriptions of two new species. Australian Mammalogy, 13, 127-139.;  Lavery, T. H., Olds, A. D., Seddon, J. M., & Leung, L. K. P. (2016). The mammals of northern Melanesia: speciation, ecology, and biogeography. Mammal Review, 46(1), 60-76."
Solomys saptientis	Muridae	Rodentia	Mammalia	699.5	0	1	Database	Morphology	Database	0			Kissling	Sandom, C., Dalby, L., Fløjgaard, C., Kissling, W. D., Lenoir, J., Sandel, B., Trøjelsgaard, K., Ejrnæs, R. & Svenning, J.-C. (2013) Mammal predator and prey species richness are strongly linked at macroscales. Ecology, 94, 1112-1122.	Various images	Kissling, W. D., Dalby, L., Fløjgaard, C., Lenoir, J., Sandel, B., Sandom, C., Trøjelsgaard, K. & Svenning, J.-C. (2014) Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution, 4, 2913–2930.
solomys springgsarum	Muridae	Rodentia	Mammalia	1000	0	1	Surrogate	Morphology	Estimate	1	Solomys ponceleti		Heinen	Flannery, T. F., & Wickler, S. (1990). Quaternary murids (Rodentia: Muridae) from Buka Island, Papua New Guinea, with descriptions of two new species. Australian Mammalogy, 13, 127-139.	Various images	Flannery, T. F., & Wickler, S. (1990). Quaternary murids (Rodentia: Muridae) from Buka Island, Papua New Guinea, with descriptions of two new species. Australian Mammalogy, 13, 127-139.
Strepera graculina	Artamidae	Passeriformes	Aves	299.5	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Sturnus vulgaris	Sturnidae	Passeriformes	Aves	78.03333333	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Syconycteris australis	Pteropodidae	Chiroptera	Mammalia	17.097	1	2	Database	Morphology	Database	0			Kissling	Sandom, C., Dalby, L., Fløjgaard, C., Kissling, W. D., Lenoir, J., Sandel, B., Trøjelsgaard, K., Ejrnæs, R. & Svenning, J.-C. (2013) Mammal predator and prey species richness are strongly linked at macroscales. Ecology, 94, 1112-1122.	Various images	Kissling, W. D., Dalby, L., Fløjgaard, C., Lenoir, J., Sandel, B., Sandom, C., Trøjelsgaard, K. & Svenning, J.-C. (2014) Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution, 4, 2913–2930.
Sylvia atricapilla	Sylviidae	Passeriformes	Aves	16.7	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Sylvia conspicillata	Sylviidae	Passeriformes	Aves	9	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Sylvia melanocephala	Sylviidae	Passeriformes	Aves	11.7	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Sylviornis neocaledoniae	Megapodiidae	Galliformes	Aves	40000	0	1	Estimate	Literature	Estimate + Literature	0			Heinen	Hume, Julian P., and Michael Walters. Extinct birds. A&C Black, 2012.	Dekker, R. W. (2007). Distribution and speciation of megapodes (Megapodiidae) and subsequent development of their breeding. In Biogeography, time, and place: distributions, barriers, and islands (pp. 93-102). Springer Netherlands.	"Mourer-Chauviré, Cécile; Balouet, J. C. (2005). ""Description of the skull of the genus Sylviornis Poplin, 1980 (Aves, Galliformes, Sylviornithidae new family), a giant extinct bird from the Holocene of New Caledonia"". In Alcover, J. A.; Bover, P. Proceedi"
Tarentola mauritanica	Gekkonidae	Squamata	Reptilia	7.3	0	1	Database	Morphology	Literature	0			Heinen	"Meiri, S. ""Length–weight allometries in lizards."" Journal of Zoology 281.3 (2010): 218-226."	Various images	29
Teira dugesii	Lacertidae	Squamata	Reptilia	9	0	2	Database	Morphology	Literature	0			Hansen	"Meiri, S. ""Length–weight allometries in lizards."" Journal of Zoology 281.3 (2010): 218-226."	Various images	20
Thambetochen chauliodous	Anatidae	Anseriformes	Aves	5865.05	0	1	Literature	Literature	Literature	0			Heinen	James, H. F., & Burney, D. A. (1997). The diet and ecology of Hawaii's extinct flightless waterfowl: evidence from coprolites. Biological Journal of the Linnean Society, 62(2), 279-297.	James, H. F., & Burney, D. A. (1997). The diet and ecology of Hawaii's extinct flightless waterfowl: evidence from coprolites. Biological Journal of the Linnean Society, 62(2), 279-297.	James, H. F., & Burney, D. A. (1997). The diet and ecology of Hawaii's extinct flightless waterfowl: evidence from coprolites. Biological Journal of the Linnean Society, 62(2), 279-297.
Tiliqua gigas	Scincidae	Squamata	Reptilia	1386	0	2	Surrogate + calculation	Morphology	Literature	1	Tiliqua nigrolutea		Hansen	"de Rooij, N. (1915) The Reptile of Indo-Australian Archipelago I: Lacertilia, Chelonia. E. J. Briil., Leiden.;  Pough, F. H. (1980). The advantages of ectothermy for tetrapods. American Naturalist, 92-112.; Meiri, S. (2010). Length–weight allometries in lizards. Journal of Zoology, 281(3), 218-226."	Various images	9, 10
Trachylepis atlantica	Scincidae	Squamata	Reptilia	14.5	0	1	Literature	Morphology	Literature	0			Heinen	Rocha, C. F. D., Vrcibradic, D., Menezes, V. A., & Ariani, C. V. (2009). Ecology and natural history of the easternmost native lizard species in South America, Trachylepis atlantica (Scincidae), from the Fernando de Noronha Archipelago, Brazil. Journal of Herpetology, 43(3), 450-459.	Various images	27
Treron australis	Columbidae	Columbiformes	Aves	229	1	3	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Trichoglossus haematodus	Psittacidae	Psittaciformes	Aves	115.0333333	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Troglodytes sissonii	Troglodytidae	Passeriformes	Aves	7.8	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Turdus bewsheri	Turdidae	Passeriformes	Aves	63.3	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Turdus merula	Turdidae	Passeriformes	Aves	89.05	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Turdus poliocephalus	Turdidae	Passeriformes	Aves	64.895	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Turtur tympanistria	Columbidae	Columbiformes	Aves	70.65	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Urosaurus auriculatus	Phrynosomatidae	Squamata	Reptilia	2.97	0	1	Calculation	Morphology	Estimate + Literature	0			Heinen	"Herrel, A., Meyers, J. J., & Vanhooydonck, B. (2002). Relations between microhabitat use and limb shape in phrynosomatid lizards. Biological Journal of the Linnean Society, 77(1), 149-163.; Pough, F. H. (1980). The advantages of ectothermy for tetrapods. American Naturalist, 92-112.; Meiri, S. ""Length–weight allometries in lizards."" Journal of Zoology 281.3 (2010): 218-226."	Various images	30
Vini australis	Psittacidae	Psittaciformes	Aves	49.5	1	1	Literature	Morphology	Database	0			Kissling	Collar, N. (1997). Blue-crowned Lorikeet (Vini australis). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.) (2014). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Vini kuhlii	Psittacidae	Psittaciformes	Aves	39.875	1	1	Genus mean, decided by pe-existing database	Morphology	Estimate	1	"Genus mean ""Vini"""		Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Vini sinotoi	Psittacidae	Psittaciformes	Aves	39.875	1	1	Genus mean, decided by Heinen	Morphology	Genus mean	1	"Genus mean ""Vini"""		Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Vini solitarius	Psittacidae	Psittaciformes	Aves	83.6	1	1	Database	Morphology	Genus mean	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Vini vidivici	Psittacidae	Psittaciformes	Aves	39.875	1	1	Genus mean, decided by Heinen	Morphology	Genus mean	1	"Genus mean ""Vini"""		Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Vireo gracilirostris	Vireonidae	Passeriformes	Aves	16.5	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Woodfordia superciliosa	Zosteropidae	Passeriformes	Aves	29.75	1	2	Literature	Morphology	Database	0			Kissling	Balen, B. (2008). Bare-eyed White-eye (Woodfordia superciliosa). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.) (2014). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zenaida auriculata	Columbidae	Columbiformes	Aves	112.65	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zenaida galapagoensis	Columbidae	Columbiformes	Aves	111.9	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zenaida graysoni	Columbidae	Columbiformes	Aves	192	1	3	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zoothera dauma	Turdidae	Passeriformes	Aves	155.25	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zoothera heinei	Turdidae	Passeriformes	Aves	82.8	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zoothera margaretae	Turdidae	Passeriformes	Aves	65.5	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zoothera talaseae	Turdidae	Passeriformes	Aves	75.23269231	1	1	Genus mean, decided by pe-existing database	Morphology	Estimate	1	"Genus mean ""Zoothera"""		Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops borbonicus	Zosteropidae	Passeriformes	Aves	8.2	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops chloronothos	Zosteropidae	Passeriformes	Aves	8.1	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops explorator	Zosteropidae	Passeriformes	Aves	10.5	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops flavifrons	Zosteropidae	Passeriformes	Aves	10.7	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops griseotinctus	Zosteropidae	Passeriformes	Aves	10.82970085	1	2	Genus mean, decided by pe-existing database	Morphology	Database	1	"Genus mean ""Zosterops"""		Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops hypoxanthus	Zosteropidae	Passeriformes	Aves	12.5	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops japonicus	Zosteropidae	Passeriformes	Aves	11.3	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops lateralis	Zosteropidae	Passeriformes	Aves	12.7	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops maderaspatana	Zosteropidae	Passeriformes	Aves	8.975	1	1	Literature	Morphology	Estimate	0		Zosterops maderaspatanus	Heinen	van Balen, B. (2017). Madagascar White-eye (Zosterops maderaspatanus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from http://www.hbw.com/node/60227 on 15 September 2017).	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops maderaspatanus anjouanensis	Zosteropidae	Passeriformes	Aves	8.975	1	1	Database	Morphology	Estimate	0		Zosterops maderaspatanus	Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops maderaspatanus comorensis	Zosteropidae	Passeriformes	Aves	8.8	1	1	Literature	Morphology	Estimate	0		Zosterops maderaspatanus	Heinen	van Balen, B. (2017). Madagascar White-eye (Zosterops maderaspatanus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from http://www.hbw.com/node/60227 on 15 September 2017).	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops maderaspatanus kirki	Zosteropidae	Passeriformes	Aves	8.3	1	1	Literature	Morphology	Estimate	0		Zosterops maderaspatanus	Heinen	van Balen, B. (2017). Madagascar White-eye (Zosterops maderaspatanus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from http://www.hbw.com/node/60227 on 15 September 2017).	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops mauritianus	Zosteropidae	Passeriformes	Aves	10.82970085	1	1	Genus mean	Morphology	Genus mean	1	"Genus mean ""Zosterops"""		Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops mayottensis	Zosteropidae	Passeriformes	Aves	9.9	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops metcalfii	Zosteropidae	Passeriformes	Aves	14	1	2	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops modestus	Zosteropidae	Passeriformes	Aves	12.8	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops mouroniensis	Zosteropidae	Passeriformes	Aves	9.9	1	2	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops olivaceus	Zosteropidae	Passeriformes	Aves	9.15	1	1	Database	Morphology	Estimate	0			Heinen	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops rennellianus	Zosteropidae	Passeriformes	Aves	10.82970085	1	2	Genus mean, decided by pe-existing database	Morphology	Database	1	"Genus mean ""Zosterops"""		Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops stresemanni	Zosteropidae	Passeriformes	Aves	10.82970085	1	1	Genus mean, decided by pe-existing database	Morphology	Database	1	"Genus mean ""Zosterops"""		Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops tenuirostris	Zosteropidae	Passeriformes	Aves	17.2	1	1	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops ugiensis	Zosteropidae	Passeriformes	Aves	10.82970085	1	3	Genus mean, decided by Heinen	Morphology	Database	1	"Genus mean ""Zosterops"""		Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
Zosterops xanthochroa	Zosteropidae	Passeriformes	Aves	10.3	1	2	Database	Morphology	Database	0			Kissling	Dunning, J. B. (2008) Handbook of avian body masses. CRC Press, Boca Raton.	Various images	Kissling, W. D., Böhning-Gaese, K. & Jetz, W. (2009) The global distribution of frugivory in birds. Global Ecology and Biogeography, 18, 150-162.
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
